L.x:812,L.y:812,L.z:812,LInit.x:812,LInit.y:812,LInit.z:812,N:40000,mu:4,sigma:1,alpha:0.5,paramLogNormal:1,rConsts.x:1,rConsts.y:1,rConsts.z:0.5,cConsts.x:0,cConsts.y:0,cConsts.z:0
14.2064,572.864,728.767,4.16322
72.5179,395.982,762.28,4.17922
71.4101,393.135,754.024,4.32751
621.282,209.621,779.102,2.95538
761.204,730.469,266.044,2.34074
239.44,804.479,464.113,5.34894
165.437,493.778,539.917,3.58003
451.798,604.1,723.466,3.90719
451.098,598.553,729.19,3.51118
552.95,682.399,109.386,3.90726
544.598,405.048,18.6037,3.47508
602.196,420.433,574.528,2.61589
610.719,419.694,573.918,4.44508
612.931,410.74,576.084,3.8627
502.139,311.507,463.754,3.18843
508.124,243.259,105.826,3.98356
516.227,246.239,108.734,3.92555
453.189,184.654,496.257,4.0307
480.168,460.634,196,3.43777
477.097,453.512,198.577,3.91704
101.494,770.95,202.377,3.78407
106.219,782.464,194.603,2.86015
102.986,777.599,197.576,2.97431
119.336,286.769,806.606,3.59032
20.4553,151.146,782.953,3.54627
29.0653,153.627,781.696,4.41169
420.604,133.336,291.595,3.55215
108.29,652.262,256.626,4.24904
110.464,648.851,249.022,3.51857
717.79,643.949,551.011,4.72292
11.5755,433.697,670.684,4.08276
8.00143,428.108,674.794,2.32066
18.5811,440.975,669.78,4.30991
25.8769,438.065,665.663,2.83233
26.6841,436.386,658.358,3.89207
21.4423,435.451,654.504,1.96118
35.3331,437.928,658.367,4.14554
771.115,603.118,171.811,4.27167
685.255,443.36,167.509,6.27021
790.112,52.6467,477.25,5.08805
197.053,334.728,529.946,3.61457
189.283,338.842,532.21,4.08668
196.095,326.753,534.324,4.14396
595.803,664.738,63.4588,3.9003
596.133,639.071,64.319,3.7392
587.939,645.089,64.9731,4.95126
590.96,652.853,69.5058,2.98609
595.382,657.382,67.2628,3.15427
589.17,663.432,76.0092,4.34632
594.437,655.472,76.5211,4.31349
587.485,656.727,80.0479,2.88072
95.7931,96.5095,484.486,3.72817
736.922,366.063,325.768,3.46171
730.514,372.329,326.587,5.19342
609.169,375.607,763.884,5.40785
603.911,382.238,757.719,3.79033
600.02,386.897,749.863,5.2206
598.787,397.846,747.711,5.01901
299.262,272.147,70.8182,4.65458
290.618,258.767,81.2985,4.17515
296.493,266.997,78.3966,3.87945
288.47,267.809,81.4557,4.06834
293.413,279.786,72.901,3.81203
719.296,26.8267,721.683,4.30339
718.555,24.2548,714.132,2.97025
709.594,22.9913,712.274,5.38317
218.352,209.074,798.345,2.7187
707.728,67.961,390.048,3.11895
660.818,658.407,536.488,3.6315
330.304,278.524,0.0975066,3.77235
336.064,280.832,2.51721,1.97177
417.835,58.2866,236.36,3.35028
423.931,53.0899,237.952,3.99157
444.464,30.4969,249.734,3.63497
441.977,24.0365,253.317,3.1591
429.45,15.8763,233.782,4.40473
435.913,20.6692,237.354,3.20265
432.256,27.1662,236.476,3.82308
418.14,33.7699,244.438,5.92017
428.447,38.3686,243.683,4.50911
430.486,47.4702,241.531,4.11205
438.395,35.8802,238.283,5.68573
463.305,33.457,257.119,6.3435
457.363,26.0909,259.02,2.93946
476.022,33.6809,258.022,5.61572
446.406,38.429,246.217,4.6455
452.185,37.007,279.295,2.63733
452.028,36.6154,254.754,4.64322
450.525,37.4326,268.18,8.28695
460.273,42.6249,275.437,4.23712
446.432,36.973,280.54,2.88707
437.685,35.4261,279.292,4.56502
459.469,20.4613,263.55,3.14203
436.179,16.2635,226.959,3.7862
416.54,23.7606,244.718,3.25085
399.645,308.594,736.387,3.52147
474.258,500.408,329.138,3.69385
465.069,258.619,387.178,2.57536
734.333,354.731,132.56,5.02724
386.993,23.0711,598.405,4.13967
514.269,761.505,151.011,4.50565
513.135,760.8,158.117,2.41103
543.784,229.951,643.022,2.99291
552.961,219.326,649.229,2.42469
546.903,221.694,644.095,4.74769
440.659,383.681,196.867,3.44522
410.411,386.228,200.514,4.01802
407.51,391.026,207.37,3.86357
429.477,356.201,179.911,4.62375
424.619,362.707,184.133,3.52989
434.569,329.828,192.473,3.44308
462.479,353.657,220.992,3.11318
453.976,333.827,207.8,4.37513
448.792,339.392,219.288,5.42719
464.218,348.306,227.828,4.74355
455.709,344.742,224.884,3.36495
453.789,330.336,219.591,3.32147
459.612,325.912,221.003,3.15046
427.934,356.598,189.834,3.85297
